repo,url,intentZh,intentEn,category,isDsh,language,tech,keyDeps,stars,forks,sizeBytes,sizeHuman,created,updated,license,openIssues,compat,cloned,needsReview,lists,signals
"ByronLeeeee/dsh-legal-dashboard","https://github.com/ByronLeeeee/dsh-legal-dashboard","DeepSeek Harness 的案卷感知法律工作区看板与文档智能体工具","Matter-aware legal workspace dashboard and document agent tools for DeepSeek Harness","utility","yes","JavaScript","JavaScript, dsh-tools, esm","","3","0","345903","338KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; @deepseek-ai/schemastery; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"Momojie-S/dsh-workspace-env","https://github.com/Momojie-S/dsh-workspace-env","DSH 插件：为 shell 子进程按工作区注入 .env 环境","DSH plugin: per-workspace .env injection for shell subprocesses","utility","yes","JavaScript","JavaScript, typescript, esm, ts-build","","3","0","26717","26KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; readme-mentions-dsh"
"StyxNether/dsh-auto-approval","https://github.com/StyxNether/dsh-auto-approval","Trusted Auto：DeepSeek Harness 介于工作区写入与完全危险访问之间的中间权限层级，自动批准无害命令…","Trusted Auto: a middle permission tier for DeepSeek Harness between workspace-write and danger-full-access, auto-approving harmless commands and trusted-area targets","utility","yes","JavaScript","JavaScript, esm","","3","0","99157","97KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/dsh-app-boot; @deepseek-ai/dsh-permission-presets; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-settings; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"kezboardpj/dsh-skill-loader","https://github.com/kezboardpj/dsh-skill-loader","(无描述)","(no description)","tools","yes","JavaScript","JavaScript, esm","@deepseek-ai/dsh-settings, @deepseek-ai/schemastery","3","1","38023","37KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/dsh-settings; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-connection; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"Ch0uHuaZ1/DeepSeek-Harness-Desktop","https://github.com/Ch0uHuaZ1/DeepSeek-Harness-Desktop","DeepSeek Harness 一键桌面启动器——启动 Web UI、在托盘中运行并复用你已有的服务。","One-click desktop launcher for DeepSeek Harness — starts the web UI, runs it in the tray, and reuses your existing server.","utility","yes","JavaScript","JavaScript","","3","0","278194","272KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","readme-mentions-dsh"
"cooljser/dsh-plugin-portal","https://github.com/cooljser/dsh-plugin-portal","DSH Plugin Portal —— 面向 awesome-dsh-plugin 精选列表的零依赖静态 Web 门户。发现、筛选并安装 227+ 个 DeepSeek…","DSH Plugin Portal — a zero-dependency static web portal for the awesome-dsh-plugin curated list. Discover, filter and install 227+ DeepSeek Harness (dsh) plugins.","utility","yes","JavaScript","JavaScript","","3","0","545048","532KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","watch","readme-mentions-dsh"
"cnzgray/dsh-plugins","https://github.com/cnzgray/dsh-plugins","(无描述)","(no description)","tools","yes","JavaScript","JavaScript","","3","0","104139","102KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","readme-mentions-dsh"
"LeslieWylie/dsh-task-relay","https://github.com/LeslieWylie/dsh-task-relay","DSH 跨会话任务接力板：task_push/list/claim/done + handoff_write/read","DSH cross-session task relay board: task_push/list/claim/done + handoff_write/read.","utility","yes","TypeScript","TypeScript, dsh-tools, typescript, vite, esm, ts-build","","3","0","163046","159KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; readme-mentions-dsh"
"crabossss/dsh-desktop-pet","https://github.com/crabossss/dsh-desktop-pet","(无描述)","(no description)","tools","yes","JavaScript","JavaScript","","3","0","21792","21KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","watch","readme-mentions-dsh"
"Luaphes/dsh-plugins-market","https://github.com/Luaphes/dsh-plugins-market","(无描述)","(no description)","tools","yes","JavaScript","JavaScript, esm","","3","0","81132","79KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; keyword-plugin; readme-mentions-dsh"
"curtiseng/cordis-course","https://github.com/curtiseng/cordis-course","动态可组合性演算 · 通俗课：Cordis 论文的交互式中文课程与译文","Dynamic composability calculus · plain-language course: an interactive Chinese course and translation of the Cordis paper.","tools","yes","TypeScript","TypeScript, react, typescript, vite, esm, ts-build","react, react-dom","3","0","4109379","3.9MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","readme-mentions-dsh"
"chentao326/dsh-gui","https://github.com/chentao326/dsh-gui","macOS 原生桌面 GUI for DeepSeek Harness — 双击图标即用的 DSH 桌面客户端（Swift + WKWebView，零依赖）","A native macOS desktop GUI for DeepSeek Harness — a double-click-to-use DSH desktop client (Swift + WKWebView, zero dependencies).","utility","yes","Swift","Swift","","3","0","102062288","97.3MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","readme-mentions-dsh"
"zhang66633/dsh-pixel-ui","https://github.com/zhang66633/dsh-pixel-ui","(无描述)","(no description)","tools","yes","CSS","CSS, esbuild, esm","","3","0","2435105","2.3MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; readme-mentions-dsh"
"KevinWen7415/dsh-virtual-workspace","https://github.com/KevinWen7415/dsh-virtual-workspace","DeepSeek Harness 的虚拟工作区：一个动态 Cordis 插件，将多个项目目录归到一个名下，便于跨项目…","Virtual Workspaces for DeepSeek Harness: a dynamic Cordis Plugin that groups multiple project directories under one name for cross-project read/search/write, with native sidebar integration and sandbox-consistent escalation.","utility","yes","JavaScript","JavaScript, dsh-tools, esm","@deepseek-ai/dsh-tools","3","0","191805","187KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/dsh-tools; @deepseek-ai/cordis; keyword-plugin; readme-mentions-dsh"
"nanshan1995/DSH-Plugin-Market","https://github.com/nanshan1995/DSH-Plugin-Market","DeepSeek Harness 插件市场：精选目录 + GitHub 实时浏览、中英翻译搜索、安装前静态安全审计闸门。Plugin market for DeepSeek Harness with a pre-install security audit gate.","A DeepSeek Harness plugin market: a curated catalog plus live GitHub browsing, Chinese/English translated search, and a pre-install static security-audit gate.","utility","yes","JavaScript","JavaScript, esm","","3","0","322677","315KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"MkaliezZ/dsh-agentfuse-plugin","https://github.com/MkaliezZ/dsh-agentfuse-plugin","(无描述)","(no description)","tools","yes","TypeScript","TypeScript, dsh-tools, dsh-session, esm","@deepseek-ai/schemastery","3","0","53153","52KB","2026-08-14","2026-08-14","Apache-2.0","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-invariants; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-session; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; @deepseek-ai/dsh-user-approval; readme-mentions-dsh"
"peach0x33a/dsh-open-browser","https://github.com/peach0x33a/dsh-open-browser","(无描述)","(no description)","tools","yes","JavaScript","JavaScript, esm","","3","0","30005","29KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/schemastery; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"ai7603/dsh-cyberpunk-theme","https://github.com/ai7603/dsh-cyberpunk-theme","(无描述)","(no description)","tools","yes","JavaScript","JavaScript, esm","","3","0","3679359","3.5MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","keyword-plugin; readme-mentions-dsh"
"plaask/fdtd-mcp","https://github.com/plaask/fdtd-mcp","Lumerical FDTD 的 MCP 服务","MCP server for Lumerical FDTD","tools","yes","Python","Python","","3","0","205218","200KB","2026-07-03","2026-08-14","MIT","0","unknown","yes","false","watch","readme-mentions-dsh"
"fenxin-fx/dsh-default-workspace-plugin","https://github.com/fenxin-fx/dsh-default-workspace-plugin","(无描述)","(no description)","tools","yes","JavaScript","JavaScript, esm","","3","0","20733","20KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; readme-mentions-dsh"
"Muelsysel/DeepSeek-Harness-Desktop","https://github.com/Muelsysel/DeepSeek-Harness-Desktop","dsh-desktop: DeepSeek Harness 桌面插件 - click-to-launch Codex-like native window over the live dsh web UI. Everything is a plugin - this one i…","dsh-desktop: a DeepSeek Harness desktop plugin — click to launch a Codex-like native window over the live dsh web UI. Everything is a plugin — this one i…","utility","yes","JavaScript","JavaScript, typescript, esm, ts-build","@deepseek-ai/cordis, @deepseek-ai/dsh-commands, @deepseek-ai/schemastery","3","0","786632","768KB","2026-08-13","2026-08-14","MIT","0","unknown","yes","false","watch","@deepseek-ai/cordis; @deepseek-ai/dsh-commands; @deepseek-ai/schemastery; @deepseek-ai/dsh-host-webserver; readme-mentions-dsh"
"FlowerWater1019/Angelina-dsh-plugin","https://github.com/FlowerWater1019/Angelina-dsh-plugin","(无描述)","(no description)","tools","yes","TypeScript","TypeScript, react, typescript, vite, esm, ts-build","","3","0","26041944","24.8MB","2026-08-14","2026-08-14","NOASSERTION","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-api-remotes; @deepseek-ai/dsh-client-connection; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-layout; @deepseek-ai/dsh-client-ui-settings; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-client-ui-theme; @deepseek-ai/dsh-host-webserver; @deepseek-ai/dsh-invariants; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"akslcw/dsh-negative-ledger","https://github.com/akslcw/dsh-negative-ledger","(无描述)","(no description)","tools","yes","TypeScript","TypeScript, typescript, esm, ts-build","","3","0","441632","431KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","keyword-plugin; keyword-dsh"
"3911ee/dsh-workspace-explorer","https://github.com/3911ee/dsh-workspace-explorer","VS Code 风格双栏资源管理器。左侧多工作区文件树：语言着色 SVG 图标、行内重命名、新建文件/文件夹；右侧编辑器可拖拽缩放，行号 + 状态栏，语法高亮（函数/关键字/注释/字符串分色，支持 10 种语言）","A VS Code-style two-pane file explorer. Left: a multi-workspace file tree with language-colored SVG icons, inline rename, and new-file/folder creation. Right: a draggable, resizable editor with line numbers, a status bar, and syntax highlighting (distinct colors for functions, ke","utility","yes","JavaScript","JavaScript, esm","","3","0","137629","134KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-client-ui-sidebar; @deepseek-ai/dsh-client-ui-primitives; keyword-plugin; readme-mentions-dsh"
"LCYLYM/dsh-attachments","https://github.com/LCYLYM/dsh-attachments","跨平台 DSH WebUI 多媒体输入与工作区附件","Cross-platform DSH WebUI multimedia input and workspace attachments","utility","yes","JavaScript","JavaScript, esm","","3","0","7584532","7.2MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","watch","cordis.patch.yml; readme-mentions-dsh"
"LilycleHeart/liuli-theme","https://github.com/LilycleHeart/liuli-theme","(无描述)","(no description)","tools","yes","TypeScript","TypeScript, react, esm","react, react-dom","3","1","16391443","15.6MB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","watch","@deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-conversation; @deepseek-ai/dsh-client-ui-primitives; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-client-ui-theme; @deepseek-ai/dsh-invariants; @deepseek-ai/cordis; @deepseek-ai/dsh-client-ui-settings; @deepseek-ai/dsh-client-ui-input-trigger; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"maxwell-feng/dsh-tesseract-ocr","https://github.com/maxwell-feng/dsh-tesseract-ocr","给纯文本模型加本地看图：Tesseract OCR 本地识别图片，只把文字发给模型，图片字节不离开本机（Linux/macOS）。","Local vision for text-only models: Tesseract OCR — only recognized text goes to the API, image bytes never leave your machine (Linux/macOS).","llm","yes","JavaScript","JavaScript, esm","","3","0","","","2026-08-15","2026-08-15","MIT","0","unknown","no","false","plugin","cordis.patch.yml; keyword-dsh; dsh-plugin-topic"
"988hj7tczd-oss/harness-desktop","https://github.com/988hj7tczd-oss/harness-desktop","开箱即用的 DeepSeek Harness 桌面客户端（npm / Homebrew / Releases / Gitee 镜像，支持 macOS / Windows / Linux）。","Out-of-the-box desktop client for DeepSeek Harness (npm / Homebrew / Releases / Gitee mirror; macOS / Windows / Linux).","ui","no","TypeScript","typescript","","3","0","","","2026-08-14","2026-08-16","MIT","0","unknown","no","false","","readme-mentions-dsh; dsh-desktop"
"wtiaw/dsh-ccswitch-importer","https://github.com/wtiaw/dsh-ccswitch-importer","把 CCSwitch 的 Codex 配置（provider/模型/endpoint/API Key）导入 DeepSeek Harness，并在「设置 → 模型」页按模型配置推理等级（reasoning effort）。","Import CCSwitch Codex profiles (providers, models, endpoints, API keys) into DeepSeek Harness and configure per-model reasoning effort on the Settings Models page.","utility","yes","JavaScript","JavaScript, React, esm, @deepseek-ai/cordis","","3","0","","","2026-08-18","2026-08-18","Apache-2.0","0","unknown","no","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; readme-mentions-dsh"
"OneZero-Y/dsh-tint-theme","https://github.com/OneZero-Y/dsh-tint-theme","DeepSeek Harness（DSH）Web 界面的皮肤选择器：内置 25 套知名开源编辑器配色主题（Gruvbox、Solarized、Dracula、Catppuccin、Tokyo Night 等）外加 3 套原创设计，并跟随系统明暗偏好自动切换亮/暗皮肤","A skin picker for the DeepSeek Harness (DSH) Web GUI — 25 editor color-theme families (Gruvbox, Solarized, Dracula, Catppuccin, Tokyo Night…) plus 3 original designs, with automatic light/dark switching that follows the system color scheme","skin","yes","TypeScript","TypeScript, esm, ts-build","@deepseek-ai/dsh-client-ui-theme","3","0","","","2026-08-15","2026-08-19","MIT","0","unknown","no","false","plugin","cordis.patch.yml; keyword-dsh; dsh-plugin-topic"
"Whatsmore-nf/dsh-pdf-edit","https://github.com/Whatsmore-nf/dsh-pdf-edit","PDF 编辑插件：AI 只改文字不改样式，支持单页、批量、换版式，HTML 中转保留样式，高效处理大文件。","PDF editor with AI text-only edits (styles unchanged): single-page, batch, layout switching, HTML-mediated style preservation, handles large files efficiently.","tools","yes","TypeScript","TypeScript","","3","1","","","2026-08-20","2026-08-20","MIT","0","unknown","no","false","plugin","readme-mentions-dsh"
"evil7/deepSea","https://github.com/evil7/deepSea","由 deePwn 安全团队核心成员开发，使用 TOTP 安全认证让 dsh 本地局域网安全共享，并通过 Cloudflare Tunnel 隧道映射方式，提供快捷远端互联操作，支持电脑、平板、手机等多端使用，随时把控 AI 任务进度。插件与主要控制页面通过 Github OAuth 基础身份授权登录，对远端互联功能提供集中 dsh 节点管理。安装：dsh plugin --profile web add deepc-link@latest","Developed by core members of the deePwn security team, dsh enables secure local LAN sharing via TOTP authentication, and provides fast remote interconnection through Cloudflare Tunnel port mapping. It supports multiple devices including computers, tablets, and phones, allowing yo","utility","yes","TypeScript","TypeScript, esm","","3","0","","","2022-05-12","2026-08-27","none","0","unknown","no","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; dsh-plugin-topic"
